"y"	"x"	"type"	"predictor"	"rep"	"score"	"value"
"2629"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	21	"acc"	1
"2630"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	21	"fpr"	0
"2631"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	21	"tpr"	1
"2632"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	21	"ppv"	1
"2633"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	21	"fval"	1
"2634"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	21	"auroc"	1
"2635"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	21	"acc"	1
"2636"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	21	"fpr"	0
"2637"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	21	"tpr"	1
"2638"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	21	"ppv"	1
"2639"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	21	"fval"	1
"2640"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorSparseSVM"	21	"auroc"	1
"2641"	"tumor.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	21	"acc"	1
"2642"	"tumor.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	21	"fpr"	0
"2643"	"tumor.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	21	"tpr"	1
"2644"	"tumor.grps"	"path.vals"	"path-wise"	"predictorKNN"	21	"ppv"	1
"2645"	"tumor.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	21	"fval"	1
"2646"	"tumor.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	21	"auroc"	1
"2647"	"basal.grps"	"eff.vals"	"path-wise"	"predictorLinearSVM"	22	"acc"	0.95959595959596
"2648"	"basal.grps"	"eff.vals"	"path-wise"	"predictorLinearSVM"	22	"fpr"	0
"2649"	"basal.grps"	"eff.vals"	"path-wise"	"predictorLDA"	22	"tpr"	0.785714285714286
"2650"	"basal.grps"	"eff.vals"	"path-wise"	"predictorLinearSVM"	22	"ppv"	1
"2651"	"basal.grps"	"eff.vals"	"path-wise"	"predictorLinearSVM"	22	"fval"	0.833333333333333
"2652"	"basal.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	22	"auroc"	0.968067226890756
"2653"	"basal.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	22	"acc"	0.95959595959596
"2654"	"basal.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	22	"fpr"	0
"2655"	"basal.grps"	"fun.vals"	"func-wise"	"predictorLDA"	22	"tpr"	0.857142857142857
"2656"	"basal.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	22	"ppv"	1
"2657"	"basal.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	22	"fval"	0.833333333333333
"2658"	"basal.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	22	"auroc"	0.929411764705882
"2659"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorLogitLasso"	22	"acc"	0.95959595959596
"2660"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorLogitLasso"	22	"fpr"	0
"2661"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorLDA"	22	"tpr"	0.857142857142857
"2662"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorLogitLasso"	22	"ppv"	1
"2663"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorSparseSVM"	22	"fval"	0.769230769230769
"2664"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"auroc"	0.914285714285714
"2665"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	22	"acc"	0.95959595959596
"2666"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	22	"fpr"	0
"2667"	"basal.grps"	"go.vals"	"func-wise"	"predictorNB"	22	"tpr"	0.928571428571429
"2668"	"basal.grps"	"go.vals"	"func-wise"	"predictorKNN"	22	"ppv"	0.9
"2669"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	22	"fval"	0.833333333333333
"2670"	"basal.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	22	"auroc"	0.973109243697479
"2671"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"acc"	0.96969696969697
"2672"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLogitLasso"	22	"fpr"	0
"2673"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorNB"	22	"tpr"	0.857142857142857
"2674"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLogitLasso"	22	"ppv"	1
"2675"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"fval"	0.88
"2676"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	22	"auroc"	0.966386554621849
"2677"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	22	"acc"	0.95959595959596
"2678"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorKNN"	22	"fpr"	0
"2679"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorLDA"	22	"tpr"	0.857142857142857
"2680"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorKNN"	22	"ppv"	1
"2681"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	22	"fval"	0.833333333333333
"2682"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"auroc"	0.916806722689076
"2683"	"basal.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	22	"acc"	0.94949494949495
"2684"	"basal.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	22	"fpr"	0
"2685"	"basal.grps"	"path.vals"	"path-wise"	"predictorLDA"	22	"tpr"	0.857142857142857
"2686"	"basal.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	22	"ppv"	1
"2687"	"basal.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	22	"fval"	0.782608695652174
"2688"	"basal.grps"	"path.vals"	"path-wise"	"predictorGBM"	22	"auroc"	0.995798319327731
"2689"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	22	"acc"	0.892045454545455
"2690"	"surv.grps"	"eff.vals"	"path-wise"	"predictorLogitLasso"	22	"fpr"	0
"2691"	"surv.grps"	"eff.vals"	"path-wise"	"predictorLDA"	22	"tpr"	0.590909090909091
"2692"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRF"	22	"ppv"	0.666666666666667
"2693"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	22	"fval"	0.424242424242424
"2694"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	22	"auroc"	0.675619834710743
"2695"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRF"	22	"acc"	0.880681818181818
"2696"	"surv.grps"	"fun.vals"	"func-wise"	"predictorLogitLasso"	22	"fpr"	0
"2697"	"surv.grps"	"fun.vals"	"func-wise"	"predictorLDA"	22	"tpr"	0.636363636363636
"2698"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRF"	22	"ppv"	0.666666666666667
"2699"	"surv.grps"	"fun.vals"	"func-wise"	"predictorKNN"	22	"fval"	0.25
"2700"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	22	"auroc"	0.698051948051947
"2701"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	22	"acc"	0.892045454545455
"2702"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLogitLasso"	22	"fpr"	0
"2703"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLDA"	22	"tpr"	0.590909090909091
"2704"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	22	"ppv"	0.714285714285714
"2705"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"fval"	0.4
"2706"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"auroc"	0.735242030696575
"2707"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	22	"acc"	0.886363636363636
"2708"	"surv.grps"	"go.vals"	"func-wise"	"predictorLogitLasso"	22	"fpr"	0
"2709"	"surv.grps"	"go.vals"	"func-wise"	"predictorLDA"	22	"tpr"	0.727272727272727
"2710"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	22	"ppv"	0.7
"2711"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	22	"fval"	0.375
"2712"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	22	"auroc"	0.679161747343566
"2713"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	22	"acc"	0.892045454545455
"2714"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorLogitLasso"	22	"fpr"	0
"2715"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	22	"tpr"	0.727272727272727
"2716"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	22	"ppv"	0.636363636363636
"2717"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	22	"fval"	0.424242424242424
"2718"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"auroc"	0.702479338842974
"2719"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	22	"acc"	0.892045454545455
"2720"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLogitLasso"	22	"fpr"	0
"2721"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLDA"	22	"tpr"	0.590909090909091
"2722"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	22	"ppv"	0.714285714285714
"2723"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"fval"	0.388888888888889
"2724"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"auroc"	0.739669421487603
"2725"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	22	"acc"	0.880681818181818
"2726"	"surv.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	22	"fpr"	0
"2727"	"surv.grps"	"path.vals"	"path-wise"	"predictorLDA"	22	"tpr"	0.681818181818182
"2728"	"surv.grps"	"path.vals"	"path-wise"	"predictorRF"	22	"ppv"	0.75
"2729"	"surv.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	22	"fval"	0.375
"2730"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	22	"auroc"	0.728453364817001
"2731"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	22	"acc"	0.988700564971751
"2732"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorLDA"	22	"fpr"	0.0476190476190476
"2733"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorRF"	22	"tpr"	0.993589743589744
"2734"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorLDA"	22	"ppv"	0.99009900990099
"2735"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	22	"fval"	0.993589743589744
"2736"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorSparseSVM"	22	"auroc"	0.998168498168498
"2737"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	22	"acc"	0.988700564971751
"2738"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorSparseSVM"	22	"fpr"	0.0476190476190476
"2739"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorGBM"	22	"tpr"	0.987179487179487
"2740"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorSparseSVM"	22	"ppv"	0.993589743589744
"2741"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorSparseSVM"	22	"fval"	0.993589743589744
"2742"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorSparseSVM"	22	"auroc"	0.98992673992674
"2743"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	22	"acc"	1
"2744"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	22	"fpr"	0
"2745"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorLogitLasso"	22	"tpr"	1
"2746"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	22	"ppv"	1
"2747"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	22	"fval"	1
"2748"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	22	"auroc"	1
"2749"	"tumor.grps"	"go.vals"	"func-wise"	"predictorSparseSVM"	22	"acc"	0.994350282485876
"2750"	"tumor.grps"	"go.vals"	"func-wise"	"predictorSparseSVM"	22	"fpr"	0
"2751"	"tumor.grps"	"go.vals"	"func-wise"	"predictorRF"	22	"tpr"	0.993589743589744
"2752"	"tumor.grps"	"go.vals"	"func-wise"	"predictorSparseSVM"	22	"ppv"	1
"2753"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	22	"fval"	0.996784565916399
"2754"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLDA"	22	"auroc"	0.970695970695971
"2755"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"acc"	0.994350282485876
"2756"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	22	"fpr"	0
"2757"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	22	"tpr"	1
"2758"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	22	"ppv"	1
"2759"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorLinearSVM"	22	"fval"	0.996784565916399
"2760"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorSparseSVM"	22	"auroc"	0.99969474969475
"2761"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	22	"acc"	1
"2762"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	22	"fpr"	0
"2763"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorSparseSVM"	22	"tpr"	1
"2764"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	22	"ppv"	1
"2765"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	22	"fval"	1
"2766"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorSparseSVM"	22	"auroc"	1
"2767"	"tumor.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	22	"acc"	0.994350282485876
"2768"	"tumor.grps"	"path.vals"	"path-wise"	"predictorLDA"	22	"fpr"	0
"2769"	"tumor.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	22	"tpr"	0.993589743589744
"2770"	"tumor.grps"	"path.vals"	"path-wise"	"predictorLDA"	22	"ppv"	1
"2771"	"tumor.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	22	"fval"	0.993589743589744
"2772"	"tumor.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	22	"auroc"	0.997557997557998
"2773"	"basal.grps"	"eff.vals"	"path-wise"	"predictorLinearSVM"	23	"acc"	0.95
"2774"	"basal.grps"	"eff.vals"	"path-wise"	"predictorLinearSVM"	23	"fpr"	0.0135135135135135
"2775"	"basal.grps"	"eff.vals"	"path-wise"	"predictorNB"	23	"tpr"	0.884615384615385
"2776"	"basal.grps"	"eff.vals"	"path-wise"	"predictorLinearSVM"	23	"ppv"	0.956521739130435
"2777"	"basal.grps"	"eff.vals"	"path-wise"	"predictorLinearSVM"	23	"fval"	0.897959183673469
"2778"	"basal.grps"	"eff.vals"	"path-wise"	"predictorGBM"	23	"auroc"	0.977650727650728
"2779"	"basal.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	23	"acc"	0.93
"2780"	"basal.grps"	"fun.vals"	"func-wise"	"predictorRF"	23	"fpr"	0.0135135135135135
"2781"	"basal.grps"	"fun.vals"	"func-wise"	"predictorLDA"	23	"tpr"	0.961538461538462
"2782"	"basal.grps"	"fun.vals"	"func-wise"	"predictorRF"	23	"ppv"	0.944444444444444
"2783"	"basal.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	23	"fval"	0.851063829787234
"2784"	"basal.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	23	"auroc"	0.947505197505198
"2785"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"acc"	0.93
"2786"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorKNN"	23	"fpr"	0
"2787"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorLDA"	23	"tpr"	0.884615384615385
"2788"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorKNN"	23	"ppv"	1
"2789"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"fval"	0.862745098039216
"2790"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"auroc"	0.965696465696466
"2791"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	23	"acc"	0.92
"2792"	"basal.grps"	"go.vals"	"func-wise"	"predictorKNN"	23	"fpr"	0.027027027027027
"2793"	"basal.grps"	"go.vals"	"func-wise"	"predictorNB"	23	"tpr"	0.884615384615385
"2794"	"basal.grps"	"go.vals"	"func-wise"	"predictorKNN"	23	"ppv"	0.9
"2795"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	23	"fval"	0.833333333333333
"2796"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	23	"auroc"	0.955821205821206
"2797"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"acc"	0.95
"2798"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLogitLasso"	23	"fpr"	0.0135135135135135
"2799"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	23	"tpr"	0.884615384615385
"2800"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLogitLasso"	23	"ppv"	0.95
"2801"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"fval"	0.897959183673469
"2802"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorRF"	23	"auroc"	0.944386694386695
"2803"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"acc"	0.93
"2804"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	23	"fpr"	0.027027027027027
"2805"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorLDA"	23	"tpr"	0.884615384615385
"2806"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	23	"ppv"	0.916666666666667
"2807"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"fval"	0.862745098039216
"2808"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"auroc"	0.964137214137214
"2809"	"basal.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	23	"acc"	0.95
"2810"	"basal.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	23	"fpr"	0.0135135135135135
"2811"	"basal.grps"	"path.vals"	"path-wise"	"predictorNB"	23	"tpr"	0.884615384615385
"2812"	"basal.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	23	"ppv"	0.956521739130435
"2813"	"basal.grps"	"path.vals"	"path-wise"	"predictorRF"	23	"fval"	0.901960784313726
"2814"	"basal.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	23	"auroc"	0.962058212058212
"2815"	"surv.grps"	"eff.vals"	"path-wise"	"predictorGBM"	23	"acc"	0.835227272727273
"2816"	"surv.grps"	"eff.vals"	"path-wise"	"predictorLogitLasso"	23	"fpr"	0
"2817"	"surv.grps"	"eff.vals"	"path-wise"	"predictorLDA"	23	"tpr"	0.625
"2818"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRF"	23	"ppv"	0.75
"2819"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	23	"fval"	0.380952380952381
"2820"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	23	"auroc"	0.679904513888889
"2821"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRF"	23	"acc"	0.829545454545455
"2822"	"surv.grps"	"fun.vals"	"func-wise"	"predictorLogitLasso"	23	"fpr"	0
"2823"	"surv.grps"	"fun.vals"	"func-wise"	"predictorLDA"	23	"tpr"	0.59375
"2824"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRF"	23	"ppv"	0.75
"2825"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	23	"fval"	0.0588235294117647
"2826"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	23	"auroc"	0.585503472222223
"2827"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"acc"	0.852272727272727
"2828"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLogitLasso"	23	"fpr"	0
"2829"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLDA"	23	"tpr"	0.71875
"2830"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRF"	23	"ppv"	0.6
"2831"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"fval"	0.35
"2832"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	23	"auroc"	0.667751736111111
"2833"	"surv.grps"	"go.vals"	"func-wise"	"predictorRF"	23	"acc"	0.829545454545455
"2834"	"surv.grps"	"go.vals"	"func-wise"	"predictorLogitLasso"	23	"fpr"	0
"2835"	"surv.grps"	"go.vals"	"func-wise"	"predictorLDA"	23	"tpr"	0.5625
"2836"	"surv.grps"	"go.vals"	"func-wise"	"predictorRF"	23	"ppv"	0.75
"2837"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	23	"fval"	0.428571428571429
"2838"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	23	"auroc"	0.657118055555556
"2839"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"acc"	0.846590909090909
"2840"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorLogitLasso"	23	"fpr"	0
"2841"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	23	"tpr"	0.65625
"2842"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorRF"	23	"ppv"	0.6
"2843"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"fval"	0.341463414634146
"2844"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"auroc"	0.641059027777777
"2845"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"acc"	0.846590909090909
"2846"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLogitLasso"	23	"fpr"	0
"2847"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLDA"	23	"tpr"	0.6875
"2848"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	23	"ppv"	0.6
"2849"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	23	"fval"	0.307692307692308
"2850"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	23	"auroc"	0.672960069444444
"2851"	"surv.grps"	"path.vals"	"path-wise"	"predictorGBM"	23	"acc"	0.829545454545455
"2852"	"surv.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	23	"fpr"	0
"2853"	"surv.grps"	"path.vals"	"path-wise"	"predictorLDA"	23	"tpr"	0.65625
"2854"	"surv.grps"	"path.vals"	"path-wise"	"predictorGBM"	23	"ppv"	0.75
"2855"	"surv.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	23	"fval"	0.285714285714286
"2856"	"surv.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	23	"auroc"	0.652777777777778
"2857"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorLinearSVM"	23	"acc"	0.988636363636364
"2858"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorLDA"	23	"fpr"	0
"2859"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorRF"	23	"tpr"	0.993589743589744
"2860"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorLDA"	23	"ppv"	1
"2861"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorLinearSVM"	23	"fval"	0.993548387096774
"2862"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorLogitLasso"	23	"auroc"	0.999038461538462
"2863"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	23	"acc"	0.994318181818182
"2864"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	23	"fpr"	0
"2865"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorRF"	23	"tpr"	0.987179487179487
"2866"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	23	"ppv"	1
"2867"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	23	"fval"	0.996784565916399
"2868"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorRF"	23	"auroc"	0.999679487179487
"2869"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	23	"acc"	1
"2870"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	23	"fpr"	0
"2871"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	23	"tpr"	1
"2872"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	23	"ppv"	1
"2873"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	23	"fval"	1
"2874"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorLogitLasso"	23	"auroc"	1
"2875"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	23	"acc"	0.988636363636364
"2876"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	23	"fpr"	0
"2877"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	23	"tpr"	0.987179487179487
"2878"	"tumor.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	23	"ppv"	1
"2879"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	23	"fval"	0.993548387096774
"2880"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLogitLasso"	23	"auroc"	0.999679487179487
"2881"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	23	"acc"	1
"2882"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorSparseSVM"	23	"fpr"	0.05
"2883"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	23	"tpr"	1
"2884"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorSparseSVM"	23	"ppv"	0.993589743589744
"2885"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	23	"fval"	1
"2886"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	23	"auroc"	1
"2887"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	23	"acc"	1
"2888"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	23	"fpr"	0
"2889"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	23	"tpr"	1
"2890"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	23	"ppv"	1
"2891"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	23	"fval"	1
